,classificationcode,exp,opexpperpart,opexpperteam,partic,rev,PC1,PC2,university,gender
5629,3,0.0,0.0,0.0,0.0,0.0,-1.711964541294186,-0.4255496614237966,College of Charleston,women
5660,14,10552.0,952.0,6665.0,7.0,10552.0,-1.0907920706000922,0.8006635933052478,College of DuPage,men
5661,14,12456.0,952.0,8569.0,9.0,12456.0,-0.8783999403646845,0.6561445116298034,College of DuPage,women
5674,13,19540.0,634.0,5703.0,9.0,19309.0,-0.9910481827833202,0.25820094079635475,College of Lake County,men
5675,13,16271.0,634.0,5703.0,9.0,16010.0,-1.0458362266203325,0.26194007644331685,College of Lake County,women
5702,7,4894.0,226.0,3162.0,14.0,7394.0,-0.972281298396066,-1.0771409447984808,College of Mount Saint Vincent,men
5703,7,4061.0,259.0,2330.0,9.0,6561.0,-1.2277009684996492,-0.6232810243302049,College of Mount Saint Vincent,women
5726,7,6740.0,1073.0,2145.0,2.0,6740.0,-1.1501864960316839,0.6263785155515867,College of Our Lady of the Elms,men
5727,7,15952.0,1087.0,6520.0,6.0,15952.0,-0.6007984841076432,0.35241249590493545,College of Our Lady of the Elms,women
5752,17,8821.0,202.0,1618.0,8.0,8821.0,-1.8297942911809852,0.3096871482344005,College of San Mateo,men
5753,17,8821.0,202.0,1618.0,8.0,8821.0,-1.8297942911809852,0.3096871482344005,College of San Mateo,women
5780,13,0.0,0.0,0.0,0.0,0.0,-2.2687800217492953,0.47889854826535005,College of Southern Maryland,men
5781,13,10717.0,520.0,1560.0,3.0,10717.0,-1.6511290491666517,0.6347160611270399,College of Southern Maryland,women
5816,7,11863.0,502.0,3513.0,7.0,11863.0,-1.0369399459371629,-0.24166986156499684,College of Staten Island CUNY,men
5817,7,11863.0,439.0,3513.0,8.0,11863.0,-1.0221100721039726,-0.3792046112585104,College of Staten Island CUNY,women
5860,17,24854.0,741.0,8897.0,12.0,25841.0,-0.7794087211672147,0.48854226376102644,College of the Canyons,men
5861,17,23609.0,747.0,8214.0,11.0,24596.0,-0.874437389689919,0.5706909275146016,College of the Canyons,women
5880,17,19345.0,417.0,7510.0,18.0,19345.0,-0.8353987169273512,-0.31244336756688246,College of the Desert,men
5881,17,22019.0,727.0,10184.0,14.0,22019.0,-0.6912397860376519,0.3283857397433329,College of the Desert,women
5920,10,38226.0,1752.0,22773.0,13.0,21234.0,0.8682128841306798,0.8111663405806113,College of the Ozarks,men
5921,10,28370.0,1752.0,12262.0,7.0,10891.0,-0.08076482466493325,1.1628401254045593,College of the Ozarks,women
5938,17,18936.0,961.0,6727.0,7.0,19657.0,-1.1048487391665343,1.0698287265520614,College of the Redwoods,men
5939,17,18936.0,961.0,7688.0,8.0,19657.0,-1.0140877690993033,0.998811783019229,College of the Redwoods,women
5960,17,10851.0,179.0,3043.0,17.0,10851.0,-1.3485317285846703,-0.48082772626165265,College of the Sequoias,men
5961,17,9082.0,179.0,1790.0,10.0,9082.0,-1.7412048536897733,0.11767246893038265,College of the Sequoias,women
5976,17,36601.0,974.0,10714.0,11.0,36601.0,-0.4401847379855334,0.7792582601612128,College of the Siskiyous,men
5977,17,32619.0,974.0,6818.0,7.0,32619.0,-0.8722472542465265,1.0668961024206658,College of the Siskiyous,women
6016,7,59882.0,1777.0,26651.0,15.0,57216.0,1.805922830706665,0.4123187130536127,Colorado College,men
6017,7,71507.0,1777.0,31981.0,18.0,68652.0,2.3922389483636066,0.23072281803110867,Colorado College,women
6216,14,6525.0,1190.0,1190.0,1.0,6911.0,-1.578509975752258,1.4215660950031377,Columbia-Greene Community College,men
6217,14,6225.0,1190.0,1190.0,1.0,6911.0,-1.5810141085146392,1.421572968625545,Columbia-Greene Community College,women
6222,14,29458.0,2779.0,16676.0,6.0,29458.0,0.49574804567409586,2.472512746487248,Columbus State Community College,men
6223,14,27752.0,2910.0,14548.0,5.0,27752.0,0.37703690761774866,2.626315443276808,Columbus State Community College,women
6252,14,3640.0,547.0,1640.0,3.0,3640.0,-1.8088368434438382,0.7556665566205572,Community College of Allegheny County,men
6253,14,0.0,0.0,0.0,0.0,0.0,-2.324461569794806,0.5693433692342647,Community College of Allegheny County,women
6280,12,12733.0,1025.0,5123.0,5.0,16985.0,-1.03760651077851,0.8183720082690834,Community College of Rhode Island,men
6281,12,0.0,0.0,0.0,0.0,0.0,-2.213098473703784,0.38845372729643535,Community College of Rhode Island,women
6334,6,31039.0,739.0,10346.0,14.0,31039.0,0.08515787424225042,-0.6644446172081871,Concordia College at Moorhead,men
6335,6,31193.0,388.0,12028.0,31.0,31193.0,0.7451815369781474,-2.4113562659396135,Concordia College at Moorhead,women
6350,5,76803.0,246.0,1966.0,8.0,76803.0,0.009516589402294877,-0.8121267802500997,Concordia College-New York,men
6351,5,90298.0,240.0,1682.0,7.0,90298.0,0.1748771465611002,-0.748791159439675,Concordia College-New York,women
6378,10,62070.0,938.0,10323.0,11.0,62070.0,0.33896864340967636,0.08213304911927975,Concordia University-Ann Arbor,men
6379,10,82116.0,938.0,13138.0,14.0,82116.0,0.9423055559962423,-0.1548768796793159,Concordia University-Ann Arbor,women
6400,6,39670.0,863.0,7769.0,9.0,40320.0,-0.05305137364211549,-0.18283318811401647,Concordia University-Chicago,men
6401,6,40110.0,556.0,8338.0,15.0,40110.0,0.09786553105009461,-0.9421858529516055,Concordia University-Chicago,women
6494,7,24807.0,1372.0,10973.0,8.0,24807.0,-0.018357655190950957,0.468279277256875,Concordia University-Texas,men
6495,7,18872.0,2450.0,9799.0,4.0,18872.0,0.1340176402401103,1.6472164583542996,Concordia University-Texas,women
6524,6,52947.0,774.0,7739.0,10.0,55890.0,0.18928956018409862,-0.35876231160345634,Concordia University-Wisconsin,men
6525,6,53013.0,540.0,9186.0,17.0,57390.0,0.4705924882917931,-1.1356687258037939,Concordia University-Wisconsin,women
6554,7,49166.0,381.0,5338.0,14.0,49166.0,-0.07706643207205559,-0.9643166357526333,Connecticut College,men
6555,7,74129.0,358.0,6436.0,18.0,74129.0,0.5556367086670267,-1.3444495680181945,Connecticut College,women
6642,6,45467.0,731.0,11689.0,16.0,45467.0,0.475025116719386,-0.8395770287733201,Cornell College,men
6643,6,45467.0,835.0,11689.0,14.0,45467.0,0.4355351044778139,-0.5816436432745286,Cornell College,women
6708,10,27284.0,514.0,6165.0,12.0,27284.0,-0.5945903131675124,-0.3726407886857675,Cornerstone University,men
6709,10,29926.0,514.0,6679.0,13.0,29926.0,-0.48197664494586756,-0.45476770198494326,Cornerstone University,women
6766,7,25793.0,414.0,4142.0,10.0,25793.0,-0.6836472501036798,-0.5799761354851031,Covenant College,men
6767,7,22357.0,402.0,3616.0,9.0,22357.0,-0.8154661197058977,-0.5065139472229284,Covenant College,women
6798,3,153829.0,3362.0,50435.0,15.0,153829.0,5.508989845874459,1.6074369016294305,Creighton University,men
6799,3,144156.0,2702.0,43230.0,16.0,144156.0,4.737452141594023,0.8850547023895274,Creighton University,women
6848,17,11474.0,406.0,3244.0,8.0,11909.0,-1.6099091511232766,0.4946137619766237,Cuesta College,men
6849,17,12691.0,406.0,4461.0,11.0,13290.0,-1.3987887247666462,0.24975622151155893,Cuesta College,women
6882,14,12235.0,1044.0,6264.0,6.0,12235.0,-1.0845234138143496,0.9515991258739678,Cumberland County College,men
6883,14,12235.0,1044.0,4176.0,4.0,12235.0,-1.2742988520341094,1.0906194120950747,Cumberland County College,women
6920,6,0.0,0.0,0.0,0.0,0.0,-1.8790091854307187,-0.15421519851705265,Curry College,men
6921,6,15848.0,680.0,8154.0,12.0,15848.0,-0.3895885759027318,-0.5560474414969998,Curry College,women
6946,17,9051.0,149.0,2533.0,17.0,9051.0,-1.4173238441257148,-0.5114132856886957,Cuyamaca College,men
6947,17,10315.0,349.0,2792.0,8.0,10315.0,-1.6808141619942245,0.44380696906029793,Cuyamaca College,women
6986,7,6596.0,585.0,4096.0,7.0,6596.0,-1.0587376965375772,-0.16046527244043304,D'Youville College,men
6987,7,11810.0,1164.0,9310.0,8.0,11810.0,-0.41081631555198433,0.2908083394904847,D'Youville College,women
7088,9,43098.0,1380.0,11041.0,8.0,43098.0,0.1823904700977043,0.6358996180762017,Dalton State College,men
7089,9,63926.0,964.0,8674.0,9.0,63926.0,0.26928370636849963,0.15682598406868078,Dalton State College,women
7098,13,48310.0,349.0,2445.0,7.0,48310.0,-0.8844360733963496,0.12111930668007201,Danville Area Community College,men
7099,13,34226.0,347.0,2083.0,6.0,34226.0,-1.1812771692146153,0.21741875008665534,Danville Area Community College,women
7214,20,2419.0,173.0,1039.0,6.0,2419.0,-2.231352141329742,0.7321055603977378,Davis College,men
7215,20,2591.0,173.0,1212.0,7.0,2591.0,-2.176900886577884,0.6465881067700588,Davis College,women
7256,17,29085.0,227.0,3172.0,14.0,29085.0,-1.1454058701707148,-0.19637898011611238,De Anza College,men
7257,17,29430.0,352.0,3517.0,10.0,29430.0,-1.238563682772924,0.2607100132297245,De Anza College,women
7318,7,78923.0,673.0,13460.0,20.0,78923.0,1.2115610348552879,-1.1539372100857817,DeSales University,men
7319,7,65063.0,1716.0,24024.0,14.0,65163.0,1.7145666021470714,0.39663142353644737,DeSales University,women
7336,6,6393.0,155.0,1237.0,8.0,9140.0,-1.2748490642366903,-0.7290302979066174,Dean College,men
7337,6,6330.0,107.0,1173.0,11.0,9461.0,-1.168388381235342,-1.0333246002716152,Dean College,women
7358,6,19075.0,756.0,3780.0,5.0,21296.0,-0.8016133188184529,0.03686044023923345,Defiance College,men
7359,6,19831.0,756.0,4536.0,6.0,22052.0,-0.7084322895030959,-0.03873513795019996,Defiance College,women
7408,8,40617.0,631.0,8197.0,13.0,40617.0,-0.0644976831148956,-0.5290858315459553,Delaware Technical Community College-Terry,men
7409,8,40954.0,1407.0,8442.0,6.0,40954.0,-0.0008150149432629505,0.6986594493236284,Delaware Technical Community College-Terry,women
7434,6,19841.0,813.0,5692.0,7.0,19841.0,-0.6008546379020371,-0.059358341720054934,Delaware Valley University,men
7435,6,19686.0,613.0,5518.0,9.0,19686.0,-0.615497505919506,-0.3950506199337627,Delaware Valley University,women
7470,4,0.0,0.0,0.0,0.0,0.0,-1.767646089339697,-0.335104840454882,Delta State University,men
7471,4,57949.0,952.0,6667.0,7.0,57949.0,0.25686481739842043,-0.15747864779060539,Delta State University,women
7506,13,0.0,0.0,0.0,0.0,0.0,-2.2687800217492953,0.47889854826535005,Des Moines Area Community College,men
7507,13,29756.0,523.0,5229.0,10.0,29756.0,-0.8488703304957401,0.06283553593860686,Des Moines Area Community College,women
7526,17,36385.0,550.0,3302.0,6.0,38209.0,-1.2014635510704186,0.7549741971892399,Diablo Valley College,men
7527,17,36385.0,550.0,3302.0,6.0,38209.0,-1.2014635510704186,0.7549741971892399,Diablo Valley College,women
7558,6,49501.0,428.0,11136.0,26.0,78306.0,1.04936914669635,-2.0068259156031183,Dickinson College,men
7559,6,56953.0,428.0,12849.0,30.0,90094.0,1.4669305579439755,-2.34284414050536,Dickinson College,women
7578,9,36642.0,1766.0,14124.0,8.0,36642.0,0.400445408517459,0.9998486631966413,Dickinson State University,men
7579,9,41143.0,1766.0,14124.0,8.0,41143.0,0.475537283469487,0.9947462250746584,Dickinson State University,women
7594,8,30800.0,878.0,11414.0,13.0,30800.0,0.0420374922883727,-0.26716309623750306,Dine College,men
7595,8,30800.0,878.0,7024.0,8.0,30800.0,-0.391133612834539,0.09545562353805284,Dine College,women
7614,4,44068.0,709.0,10632.0,15.0,44068.0,0.45768382794932655,-0.966742707486745,Dixie State University,men
7615,4,46474.0,330.0,9583.0,29.0,46474.0,0.8780417171339568,-2.522206602872432,Dixie State University,women
7638,10,106704.0,745.0,11917.0,16.0,107846.0,1.3010505842618567,-0.5334418999173528,Doane University-Arts & Sciences,men
7639,10,106237.0,590.0,9439.0,16.0,107237.0,1.0996111827447834,-0.6984726503799938,Doane University-Arts & Sciences,women
7676,5,59084.0,489.0,3913.0,8.0,59084.0,-0.080711824773285,-0.5674176731954735,Dominican College of Blauvelt,men
7677,5,60555.0,551.0,4407.0,8.0,60555.0,-0.0039054911381654492,-0.5118243627149863,Dominican College of Blauvelt,women
7692,7,34780.0,598.0,3586.0,6.0,34780.0,-0.6510619469114218,-0.1030849262137597,Dominican University,men
7693,7,34804.0,377.0,3766.0,10.0,34804.0,-0.5685407378729914,-0.6258370296961511,Dominican University,women
7706,5,48521.0,1496.0,11968.0,8.0,48521.0,0.593513231561576,0.37515571426742533,Dominican University of California,men
7707,5,63537.0,1496.0,16455.0,11.0,63537.0,1.1960643826107231,0.1742017693842621,Dominican University of California,women
7726,10,111096.0,898.0,16165.0,18.0,111096.0,1.7303393295541636,-0.5177856248259206,Dordt College,men
7727,10,118376.0,544.0,14695.0,27.0,118376.0,2.007349799007242,-1.6246291163885853,Dordt College,women
7768,7,11571.0,925.0,5549.0,6.0,11571.0,-0.7945528394532166,0.2135670383629917,Drew University,men
7769,7,15384.0,925.0,9246.0,10.0,15384.0,-0.37520406744906487,-0.07749191174103051,Drew University,women
7812,5,101596.0,610.0,6100.0,10.0,101596.0,0.8772960120479978,-0.6585846554691293,Drury University,men
7813,5,106120.0,544.0,5439.0,10.0,106120.0,0.8904159781830445,-0.7271214493022894,Drury University,women
7874,14,3969.0,323.0,969.0,3.0,3969.0,-1.9368000107716772,0.5686353156956752,Dutchess Community College,men
7875,14,0.0,0.0,0.0,0.0,0.0,-2.324461569794806,0.5693433692342647,Dutchess Community College,women
7902,6,41848.0,680.0,7481.0,11.0,41848.0,-0.03226245043972343,-0.5092762858116986,Earlham College,men
7903,6,43888.0,680.0,9521.0,14.0,43888.0,0.2321406978995359,-0.7399437168911731,Earlham College,women
7982,17,32369.0,550.0,5500.0,10.0,32369.0,-1.002464361597319,0.4476031417116395,East Los Angeles College,men
7983,17,32369.0,1100.0,5500.0,5.0,32369.0,-0.9716086318919009,1.3183217430762693,East Los Angeles College,women
8048,2,140493.0,1208.0,22961.0,19.0,140493.0,3.18562667964205,-0.9982929498866501,East Tennessee State University,men
8049,2,149397.0,1766.0,22961.0,13.0,149397.0,3.325625653141585,-0.042973664717310706,East Tennessee State University,women
8066,6,22236.0,1106.0,9954.0,9.0,22236.0,-0.13211027045802895,0.06659550339340115,East Texas Baptist University,men
8067,6,30706.0,1052.0,12624.0,12.0,30706.0,0.24676167055528314,-0.20198533562437845,East Texas Baptist University,women
8138,13,16689.0,358.0,1789.0,5.0,16689.0,-1.5265362183092104,0.3289929670509846,Eastern Iowa Community College District,men
8139,13,16689.0,447.0,1789.0,4.0,16689.0,-1.5297485067353553,0.48677948770332197,Eastern Iowa Community College District,women
8174,7,17361.0,524.0,7862.0,15.0,17361.0,-0.3753113592916481,-0.8595189035219868,Eastern Mennonite University,men
8175,7,15046.0,524.0,6814.0,13.0,15046.0,-0.5520001500302771,-0.698993888708699,Eastern Mennonite University,women
8218,7,10145.0,302.0,2721.0,9.0,10145.0,-1.108385808909344,-0.5868095958510949,Eastern Nazarene College,men
8219,7,10145.0,302.0,2721.0,9.0,10145.0,-1.108385808909344,-0.5868095958510949,Eastern Nazarene College,women
8320,15,19195.0,924.0,4619.0,5.0,19195.0,-1.202477650279146,0.9992836728159814,Ecclesia College,men
8321,15,16422.0,924.0,1847.0,2.0,16422.0,-1.5155046565214438,1.2174931592459606,Ecclesia College,women
8354,7,22853.0,966.0,7728.0,8.0,23178.0,-0.3910017210743464,0.09498375300047199,Edgewood College,men
8355,7,22678.0,482.0,7229.0,15.0,23003.0,-0.3341361080918287,-0.9101133810547347,Edgewood College,women
8404,9,11269.0,737.0,7366.0,10.0,11269.0,-0.7326966862989626,-0.0725032298382537,Edward Waters College,men
8405,9,11211.0,737.0,7366.0,10.0,11211.0,-0.7336643221014992,-0.07243747969138077,Edward Waters College,women
8452,12,76346.0,5048.0,40381.0,8.0,112121.0,3.966018778645182,4.219510090700633,El Paso Community College,men
8453,12,122584.0,4038.0,40381.0,10.0,112121.0,3.9866342580286735,3.2548209702040447,El Paso Community College,women
8478,4,7088.0,259.0,1816.0,7.0,7088.0,-1.1425127782542963,-0.7276751552831018,Elizabeth City State University,men
8479,4,7088.0,259.0,1816.0,7.0,7088.0,-1.1425127782542963,-0.7276751552831018,Elizabeth City State University,women
8540,6,42295.0,560.0,10634.0,19.0,39205.0,0.3964244887698487,-1.2502855748938775,Elmhurst College,men
8541,6,45739.0,597.0,8955.0,15.0,44709.0,0.23218709639751708,-0.9042863456664025,Elmhurst College,women
8564,7,15326.0,1475.0,10326.0,7.0,15326.0,-0.20565816225401357,0.6359726978185569,Elmira College,men
8565,7,15267.0,778.0,10119.0,13.0,15267.0,-0.2704940874462289,-0.4414004918965654,Elmira College,women
8586,2,182564.0,2103.0,23135.0,11.0,182564.0,3.952235865052454,0.3620066983611351,Elon University,men
8587,2,0.0,0.0,0.0,0.0,0.0,-1.6562829932486751,-0.5159944823927112,Elon University,women
8616,9,132182.0,1503.0,27062.0,18.0,132932.0,2.9561884192092536,0.03610263015868623,Embry-Riddle Aeronautical University-Prescott,men
8617,9,125253.0,1504.0,15035.0,10.0,125973.0,1.8989637820457481,0.5341341202648089,Embry-Riddle Aeronautical University-Prescott,women
8634,7,13263.0,564.0,6762.0,12.0,13263.0,-0.6094390110218261,-0.5782969365080055,Emerson College,men
8635,7,14802.0,437.0,8301.0,19.0,14802.0,-0.26313061654304987,-1.2702664028709936,Emerson College,women
8704,6,18764.0,917.0,8250.0,9.0,18764.0,-0.35920851595230074,-0.10761814757690083,Emory & Henry College,men
8705,6,18529.0,779.0,7788.0,10.0,18529.0,-0.4047820800626989,-0.3116923164300746,Emory & Henry College,women
8734,14,20339.0,912.0,7297.0,8.0,20339.0,-0.8709819454279231,0.6814225695700885,Emory University-Oxford College,men
8735,14,35593.0,912.0,12769.0,14.0,35593.0,-0.08654555014460176,0.2326912784906976,Emory University-Oxford College,women
8774,6,28483.0,914.0,11876.0,13.0,28483.0,0.153801672900801,-0.40899796899149954,Endicott College,men
8775,6,26321.0,620.0,9298.0,15.0,26321.0,-0.055853332741029,-0.8592757561378067,Endicott College,women
8820,5,75446.0,522.0,3654.0,7.0,75446.0,0.15114934591762355,-0.47650063817525556,Erskine College,men
8821,5,60391.0,522.0,3654.0,7.0,60391.0,-0.10001887834426962,-0.45943394056884507,Erskine College,women
8832,12,17770.0,397.0,2379.0,6.0,17770.0,-1.3630786637536856,0.1899481959391819,Estrella Mountain Community College,men
8833,12,17912.0,295.0,2362.0,8.0,17912.0,-1.321171189473286,-0.06689695729506971,Estrella Mountain Community College,women
8848,6,2900.0,382.0,1145.0,3.0,2900.0,-1.4740684762159275,-0.10456032397609431,Eureka College,men
8849,6,1572.0,382.0,763.0,2.0,1572.0,-1.5581971659234939,-0.021526634292474662,Eureka College,women
8880,19,30766.0,773.0,8499.0,11.0,17990.0,-0.9553418552034308,0.7841796697886905,Everett Community College,men
8881,19,29969.0,820.0,9019.0,11.0,21353.0,-0.8871042852114233,0.8265117751200957,Everett Community College,women
8906,3,90504.0,1535.0,18423.0,12.0,90504.0,1.9155833319909912,-0.05961627556555217,Fairfield University,men
8907,3,90370.0,1136.0,19305.0,17.0,90370.0,1.9938163148782901,-0.7965548932392755,Fairfield University,women
8930,6,15215.0,895.0,8055.0,9.0,15340.0,-0.4369014225367865,-0.12440994482511153,Fairleigh Dickinson University-Florham Campus,men
8931,6,7371.0,353.0,5644.0,16.0,7371.0,-0.6300031923598626,-1.2005623833996102,Fairleigh Dickinson University-Florham Campus,women
8972,4,20533.0,1339.0,8032.0,6.0,20533.0,-0.1695496421484893,0.2996204840617278,Fairmont State University,men
8973,4,27800.0,1350.0,8102.0,6.0,27800.0,-0.03991602639454853,0.30122129658881924,Fairmont State University,women
8982,16,2653.0,1380.0,1380.0,1.0,2653.0,-1.6633443878660048,1.758716873583612,Faith Baptist Bible College and Theological Seminary,men
8983,16,5414.0,1380.0,4141.0,3.0,5414.0,-1.394044677617274,1.6287844450225375,Faith Baptist Bible College and Theological Seminary,women
9004,7,19362.0,321.0,5142.0,16.0,18720.0,-0.5302442035215492,-1.1570364379147227,Farmingdale State College,men
9005,7,18070.0,321.0,3850.0,12.0,18720.0,-0.7771874457926761,-0.8266094869533063,Farmingdale State College,women
9020,14,8660.0,1745.0,3490.0,2.0,8660.0,-1.140782128421694,1.8051635221363842,Fashion Institute of Technology,men
9021,14,25980.0,1745.0,10471.0,6.0,25980.0,-0.3328109515992981,1.5584111880742941,Fashion Institute of Technology,women
9050,4,16703.0,652.0,3258.0,5.0,16703.0,-0.8207621514276445,-0.2293569456539747,Fayetteville State University,men
9051,4,12070.0,652.0,3258.0,5.0,12070.0,-0.8980562319992387,-0.22410486926669473,Fayetteville State University,women
9074,17,0.0,0.0,0.0,0.0,0.0,-2.4915062139313386,0.8406778321410086,Feather River Community College District,men
9075,17,7986.0,718.0,718.0,1.0,7986.0,-1.9587696424827656,1.315456741793201,Feather River Community College District,women
9094,5,72610.0,656.0,4595.0,7.0,72610.0,0.21049693548851955,-0.35182804799329415,Felician University,men
9095,5,98565.0,656.0,7877.0,12.0,98565.0,1.0215954485206362,-0.7639848364208068,Felician University,women
9136,6,3488.0,230.0,2755.0,12.0,3488.0,-1.065306262926057,-0.9905619232508666,Ferrum College,men
9137,6,2570.0,230.0,1837.0,8.0,2570.0,-1.2981851485561453,-0.6523342295609709,Ferrum College,women
9156,14,19367.0,899.0,8087.0,9.0,19367.0,-0.810748106869873,0.5982772503752429,Finger Lakes Community College,men
9157,14,8036.0,1143.0,2286.0,2.0,8036.0,-1.4800470612332037,1.3151068306693199,Finger Lakes Community College,women
9174,6,16001.0,1563.0,4690.0,3.0,16001.0,-0.5515361608670674,0.8648425451154399,Finlandia University,men
9175,6,16001.0,938.0,4690.0,5.0,16001.0,-0.744844686974359,0.2010948261725236,Finlandia University,women
9214,6,28420.0,690.0,17948.0,26.0,31361.0,0.9378189525439267,-1.62645847326649,Fitchburg State University,men
9215,6,24118.0,852.0,13631.0,16.0,28508.0,0.3060703740979321,-0.6907472031222,Fitchburg State University,women
9232,5,94753.0,1467.0,11737.0,8.0,101542.0,1.396970615515393,0.28842328845824555,Flagler College-St Augustine,men
9233,5,109843.0,1540.0,12321.0,8.0,116632.0,1.7103777660178006,0.3387797211991208,Flagler College-St Augustine,women
9278,1,11398.0,1110.0,11098.0,10.0,11398.0,0.0671300684425168,-0.43792145681616007,Florida Atlantic University,men
9279,1,0.0,0.0,0.0,0.0,0.0,-1.600601445203164,-0.606439303361626,Florida Atlantic University,women
9286,20,26878.0,2528.0,22755.0,9.0,26878.0,0.43764887364293564,2.667569001804161,Florida College,men
9287,20,16764.0,2528.0,12641.0,5.0,16764.0,-0.40587424279522477,2.8492752695433627,Florida College,women
9306,3,224106.0,3378.0,37162.0,11.0,224106.0,5.856744222246703,1.6531235060590799,Florida Gulf Coast University,men
9307,3,127675.0,4997.0,34980.0,7.0,127675.0,4.690958247286581,3.3377422173160687,Florida Gulf Coast University,women
9334,4,184220.0,795.0,11125.0,14.0,184220.0,2.815851443765638,-0.9612224600157524,Florida Institute of Technology,men
9335,4,152767.0,1236.0,11125.0,9.0,152767.0,2.273260458437777,-0.13974966262475805,Florida Institute of Technology,women
9462,7,16851.0,4709.0,9418.0,2.0,17542.0,1.010546714040182,3.5783168831964147,Fontbonne University,men
9463,7,35686.0,4709.0,28253.0,6.0,36377.0,2.43317252043889,3.545047257009627,Fontbonne University,women
9546,4,111877.0,1166.0,15154.0,13.0,119338.0,1.994238044770682,-0.4369160667539463,Fort Lewis College,men
9547,4,104664.0,830.0,14118.0,17.0,115091.0,1.8689021960206955,-1.0664091829187665,Fort Lewis College,women
9592,6,15747.0,783.0,7050.0,9.0,19740.0,-0.4957946375830743,-0.23479265413818937,Framingham State University,men
9593,6,17096.0,676.0,9467.0,14.0,19740.0,-0.1972714139226038,-0.7166043888582846,Framingham State University,women
9628,7,25865.0,1031.0,11342.0,11.0,25865.0,-0.00578858230746341,-0.057220405973383744,Franciscan University of Steubenville,men
9629,7,25682.0,741.0,11862.0,16.0,25682.0,0.10233281561834089,-0.7157736492834713,Franciscan University of Steubenville,women
9662,6,33093.0,590.0,9433.0,16.0,33236.0,0.09460602790465718,-0.9764912431881012,Franklin College,men
9663,6,24820.0,590.0,7074.0,12.0,24927.0,-0.3329255228782903,-0.6560459989368809,Franklin College,women
9722,6,25335.0,638.0,8935.0,14.0,25457.0,-0.12427166211664047,-0.7623998853212627,Franklin and Marshall College,men
9723,6,23320.0,632.0,6953.0,11.0,23320.0,-0.38907197950011835,-0.5352458287948543,Franklin and Marshall College,women
9772,17,23881.0,719.0,5755.0,8.0,38011.0,-1.024048890233044,0.7547231266032137,Fresno City College,men
9773,17,32790.0,721.0,6490.0,9.0,48724.0,-0.7799601288464392,0.6690579852498326,Fresno City College,women
9790,5,47633.0,2725.0,29974.0,11.0,47633.0,2.152049193063573,1.3949434746562632,Fresno Pacific University,men
9791,5,60623.0,2725.0,38149.0,14.0,60623.0,2.904166697651519,1.2632390209914208,Fresno Pacific University,women
9814,10,47888.0,542.0,7042.0,13.0,47888.0,-0.15175028902473753,-0.44673026023370965,Friends University,men
9815,10,58348.0,2371.0,21341.0,9.0,58348.0,1.3790339578745123,1.5794860594551492,Friends University,women
9846,6,11276.0,451.0,8112.0,18.0,11276.0,-0.3123962610137204,-1.2607772657300431,Frostburg State University,men
9847,6,6343.0,456.0,4563.0,10.0,6343.0,-0.9127584302704711,-0.6080146581028483,Frostburg State University,women
9872,17,31456.0,618.0,4327.0,7.0,31456.0,-1.1745737656073487,0.7456988600551107,Fullerton College,men
9873,17,31629.0,563.0,4500.0,8.0,31629.0,-1.1446814889175645,0.6173399880836209,Fullerton College,women
9890,14,4115.0,184.0,735.0,4.0,6972.0,-1.9413111950138329,0.3643161829853597,Fulton-Montgomery Community College,men
9891,14,4272.0,245.0,735.0,3.0,6972.0,-1.9557242331173033,0.5002895069478527,Fulton-Montgomery Community College,women
9934,6,28055.0,712.0,12816.0,18.0,27905.0,0.31678860657893315,-0.9909376391660092,Gallaudet University,men
9935,6,26755.0,712.0,9256.0,13.0,26905.0,-0.09430251678567715,-0.6121104183233104,Gallaudet University,women
9962,4,96999.0,1153.0,11527.0,10.0,97977.0,1.376895476356742,-0.22343107610571794,Gannon University,men
9963,4,95752.0,846.0,11850.0,14.0,96694.0,1.406594552254602,-0.8090929321497731,Gannon University,women
10118,6,38401.0,1085.0,23864.0,22.0,38401.0,1.3785387304990149,-0.8655824490263069,George Fox University,men
10119,6,43199.0,1383.0,29052.0,21.0,43324.0,1.8077495015700187,-0.45639670604463217,George Fox University,women
10196,9,65322.0,604.0,6643.0,11.0,65322.0,0.1166941262610427,-0.3389632167565437,Georgetown College,men
10197,9,70229.0,491.0,6877.0,14.0,70229.0,0.2886426182437967,-0.693684582708491,Georgetown College,women
10240,5,94981.0,1566.0,20358.0,13.0,119174.0,2.233630867981986,0.06013831137061165,Georgia College and State University,men
10241,5,62477.0,1820.0,18200.0,10.0,63931.0,1.3790549160060832,0.5462989268525815,Georgia College and State University,women
10286,12,6442.0,341.0,3747.0,11.0,6442.0,-1.2941727735844775,-0.25831009771491087,Georgia Military College,men
10287,12,6442.0,341.0,3747.0,11.0,6442.0,-1.2941727735844775,-0.25831009771491087,Georgia Military College,women
10326,5,0.0,0.0,0.0,0.0,0.0,-1.8233276373852076,-0.24466001948596736,Georgia Southwestern State University,men
10327,5,23018.0,720.0,6477.0,9.0,23018.0,-0.40873476370739575,-0.38851894798496234,Georgia Southwestern State University,women
10394,13,5838.0,236.0,471.0,2.0,7118.0,-1.9458817110685203,0.48630684966923315,Glen Oaks Community College,men
10395,13,6030.0,193.0,964.0,5.0,6926.0,-1.811640902528405,0.19658297251099513,Glen Oaks Community College,women
