,classificationcode,exp,opexpperpart,opexpperteam,partic,rev,PC1,PC2,university,gender
5866,17,60953.0,1406.0,25306.0,18.0,60953.0,-1.1660817516000346,-0.3088026866621991,College of the Desert,men
5867,17,48491.0,1525.0,24402.0,16.0,48491.0,-1.1897561131030092,-0.5799782695837168,College of the Desert,women
5888,2,2117804.0,20926.0,334815.0,16.0,2117804.0,1.645862598883658,0.3704995861975915,College of the Holy Cross,men
5889,2,1724617.0,18219.0,255064.0,14.0,1724617.0,1.23828550130795,0.16551647821148988,College of the Holy Cross,women
5914,10,201055.0,7893.0,78931.0,10.0,289500.0,-0.5308031345370987,-0.8497770627836798,College of the Ozarks,men
5915,10,195909.0,6403.0,76836.0,12.0,295339.0,-0.5501442930371216,-0.5687762760668923,College of the Ozarks,women
5926,17,66539.0,2908.0,40712.0,14.0,70441.0,-1.1419012089597917,-0.8649345023689265,College of the Redwoods,men
5927,17,65954.0,4023.0,32184.0,8.0,65968.0,-1.1852868343484046,-1.6851323628192245,College of the Redwoods,women
5944,17,48493.0,1752.0,19268.0,11.0,53493.0,-1.2371550556528699,-1.260098066583272,College of the Sequoias,men
5945,17,56814.0,1632.0,22850.0,14.0,58814.0,-1.203173760611762,-0.852975491464452,College of the Sequoias,women
5966,17,68933.0,1894.0,28410.0,15.0,68933.0,-1.1736991624170612,-0.7206848454511867,College of the Siskiyous,men
5967,17,110963.0,1664.0,26624.0,16.0,110963.0,-1.1500290315355923,-0.586929337602223,College of the Siskiyous,women
5980,12,220268.0,3242.0,48624.0,15.0,220268.0,-0.7556162943193321,-0.3085870842896316,Collin County Community College District,men
5981,12,212084.0,4078.0,53008.0,13.0,212084.0,-0.7527182308299012,-0.5854513365673417,Collin County Community College District,women
5988,5,400417.0,6670.0,93382.0,14.0,400417.0,-0.13668997974988334,0.12305818082543739,Colorado Christian University,men
5989,5,392991.0,5734.0,68807.0,12.0,392991.0,-0.21685142199077906,-0.13789661383592108,Colorado Christian University,women
6000,7,163357.0,6484.0,90782.0,14.0,172620.0,-0.37970713956505703,-0.029313058350559622,Colorado College,men
6001,7,222593.0,5813.0,98823.0,17.0,213113.0,-0.3280736779771629,0.3765736469958044,Colorado College,women
6024,4,436517.0,4254.0,59555.0,14.0,436608.0,-0.16757164307354905,0.2280635635527637,Colorado Mesa University,men
6025,4,420927.0,3300.0,66004.0,20.0,420927.0,-0.13299862926289602,1.049367786485526,Colorado Mesa University,women
6050,12,188750.0,3286.0,46000.0,14.0,188750.0,-0.784471352278341,-0.44137678915959516,Colorado Northwestern Community College,men
6051,12,158437.0,3544.0,42525.0,12.0,158437.0,-0.8182377409090105,-0.7112957746462352,Colorado Northwestern Community College,women
6064,4,759723.0,3227.0,64533.0,20.0,759723.0,0.043490703221048574,1.019128318926413,Colorado School of Mines,men
6065,4,491274.0,6082.0,91231.0,15.0,491274.0,-0.040464485653710386,0.3421350346851459,Colorado School of Mines,women
6082,1,4512525.0,50491.0,858345.0,17.0,4512525.0,4.437141295965648,0.10124955886820833,Colorado State University-Fort Collins,men
6083,1,2585240.0,53219.0,745072.0,14.0,2585240.0,3.279437311518989,-0.12626947010661568,Colorado State University-Fort Collins,women
6102,4,409287.0,4458.0,66871.0,15.0,395275.0,-0.16035658773947614,0.3646659584857169,Colorado State University-Pueblo,men
6103,4,468254.0,3744.0,59904.0,16.0,405264.0,-0.15683696212823703,0.5035164096480658,Colorado State University-Pueblo,women
6124,19,73137.0,2495.0,37428.0,15.0,73137.0,-1.2550236261389593,-0.9014413052836104,Columbia Basin College,men
6125,19,72364.0,3920.0,39200.0,10.0,72364.0,-1.266145731716699,-1.5897088062309304,Columbia Basin College,women
6138,9,538687.0,6181.0,86537.0,14.0,538687.0,-0.3058032867790413,-0.23556916763388785,Columbia College,men
6139,9,466157.0,8157.0,97889.0,12.0,466157.0,-0.3006492664119097,-0.5147175478363705,Columbia College,women
6154,17,58258.0,1803.0,19834.0,11.0,58258.0,-1.2310100646362345,-1.2611182808982089,Columbia College,men
6155,17,0.0,0.0,0.0,0.0,0.0,-1.4342086992149543,-2.735957373973252,Columbia College,women
6160,15,151594.0,2065.0,33041.0,16.0,151594.0,-0.9990299232895195,-0.4191330728624158,Columbia International University,men
6161,15,153051.0,2493.0,29920.0,12.0,153051.0,-1.029898626905195,-0.964805102687967,Columbia International University,women
6166,12,171141.0,2195.0,32922.0,15.0,171141.0,-0.8290047067658145,-0.2949141038898685,Columbia State Community College,men
6167,12,105392.0,1956.0,23466.0,12.0,105392.0,-0.9111103693343463,-0.693382406370708,Columbia State Community College,women
6176,2,1642204.0,22456.0,404201.0,18.0,1642204.0,1.548629066924688,0.6638470052711472,Columbia University in the City of New York,men
6177,2,895832.0,13643.0,218286.0,16.0,895832.0,0.6560590189224764,0.5473441673239322,Columbia University in the City of New York,women
6208,14,38850.0,1632.0,21214.0,13.0,37990.0,-1.0589497293023327,-0.7241061107946357,Columbia-Greene Community College,men
6209,14,39100.0,2432.0,21890.0,9.0,40994.0,-1.075718970361276,-1.272763804653053,Columbia-Greene Community College,women
6218,14,55879.0,2374.0,33233.0,14.0,55879.0,-1.0056882303720887,-0.5965026601934139,Columbus State Community College,men
6219,14,62569.0,3324.0,36564.0,11.0,62569.0,-1.0030248426657775,-1.0111031712432315,Columbus State Community College,women
6230,5,406942.0,2373.0,47456.0,20.0,406942.0,-0.24445662879836863,0.9720719626350417,Columbus State University,men
6231,5,375847.0,1745.0,43625.0,25.0,375847.0,-0.23498923049061937,1.6588027926159106,Columbus State University,women
6244,14,40289.0,969.0,22289.0,23.0,40289.0,-0.9794387885662521,0.638320481036979,Community College of Allegheny County,men
6245,14,24232.0,1692.0,15232.0,9.0,24232.0,-1.1108786379946038,-1.2656126033364976,Community College of Allegheny County,women
6254,13,109245.0,5863.0,58632.0,10.0,109245.0,-0.8411015654987626,-1.0830640267178873,Community College of Beaver County,men
6255,13,0.0,0.0,0.0,0.0,0.0,-1.2128384157673349,-2.385759382509326,Community College of Beaver County,women
6262,14,46021.0,2309.0,32326.0,14.0,46021.0,-1.013768266857804,-0.5950442234869322,Community College of Philadelphia,men
6263,14,29056.0,1688.0,16876.0,10.0,29056.0,-1.0967562587200037,-1.1304484976473463,Community College of Philadelphia,women
6268,12,172526.0,4474.0,76056.0,17.0,176802.0,-0.6928898779157866,-0.04514445157948746,Community College of Rhode Island,men
6269,12,123638.0,3645.0,32806.0,9.0,141706.0,-0.8725984411468286,-1.115623478231124,Community College of Rhode Island,women
6288,4,351548.0,2727.0,46351.0,17.0,351548.0,-0.23975209387550656,0.6551033313443088,Concord University,men
6289,4,399149.0,2638.0,47476.0,18.0,399149.0,-0.2055811675959017,0.7869683294855058,Concord University,women
6304,20,130281.0,3310.0,43031.0,13.0,130281.0,-1.2713814694255405,-1.2719169247923092,Concordia College Alabama,men
6305,20,112281.0,2195.0,30726.0,14.0,112281.0,-1.3155360390918778,-1.1254136965830188,Concordia College Alabama,women
6314,6,192548.0,1645.0,42760.0,26.0,192548.0,-0.38225250898071106,1.724638367548705,Concordia College at Moorhead,men
6315,6,141940.0,2726.0,43609.0,16.0,141940.0,-0.47529724363851805,0.3637763953183678,Concordia College at Moorhead,women
6342,5,274421.0,1616.0,22624.0,14.0,274421.0,-0.4243587014966112,0.17799167682705708,Concordia College-New York,men
6343,5,239551.0,1229.0,17201.0,14.0,239551.0,-0.4598189579942039,0.1845029599218254,Concordia College-New York,women
6356,10,339655.0,1866.0,41054.0,22.0,360405.0,-0.5552400620651717,0.8152840041060373,Concordia University-Ann Arbor,men
6357,10,380536.0,1726.0,43162.0,25.0,384476.0,-0.509489968370303,1.2206029036131816,Concordia University-Ann Arbor,women
6384,6,139565.0,1528.0,39737.0,26.0,151927.0,-0.41498028586926,1.7300350355712364,Concordia University-Chicago,men
6385,6,123381.0,2314.0,50906.0,22.0,124182.0,-0.4283914654767265,1.181868388442384,Concordia University-Chicago,women
6408,5,773213.0,8254.0,123813.0,15.0,773213.0,0.15227462451529278,0.20977459780234195,Concordia University-Irvine,men
6409,5,562900.0,7403.0,125847.0,17.0,562900.0,0.04218678296884594,0.5055233500308075,Concordia University-Irvine,women
6430,10,316409.0,1803.0,50482.0,28.0,382128.0,-0.4902858722343779,1.6288049512733584,Concordia University-Nebraska,men
6431,10,389129.0,2832.0,73631.0,26.0,373106.0,-0.4295669658789328,1.344603611278873,Concordia University-Nebraska,women
6452,5,476190.0,5397.0,86350.0,16.0,476190.0,-0.11757136733636095,0.3968729093793676,Concordia University-Portland,men
6453,5,514415.0,6500.0,84505.0,13.0,514415.0,-0.10222948621019218,-0.020593958673845395,Concordia University-Portland,women
6466,4,492865.0,7167.0,100343.0,14.0,492865.0,-0.01044062375095328,0.19789203069834052,Concordia University-Saint Paul,men
6467,4,564447.0,5518.0,77245.0,14.0,564447.0,-0.04433235314386477,0.2055234829472453,Concordia University-Saint Paul,women
6482,7,186323.0,2454.0,88329.0,36.0,186323.0,-0.26289165271626497,2.9832794972600025,Concordia University-Texas,men
6483,7,120635.0,3744.0,52410.0,14.0,120635.0,-0.5240273091074352,-0.0013419040675551352,Concordia University-Texas,women
6500,6,172168.0,2707.0,51436.0,19.0,182039.0,-0.4183435850549445,0.7667871759152328,Concordia University-Wisconsin,men
6501,6,170755.0,2645.0,44968.0,17.0,179677.0,-0.44870408766850806,0.49676138004026005,Concordia University-Wisconsin,women
6530,7,166536.0,2140.0,32104.0,15.0,166536.0,-0.5572144545003077,0.14373531454008576,Connecticut College,men
6531,7,109138.0,2246.0,33686.0,15.0,109138.0,-0.5829956096011637,0.1480499440532403,Connecticut College,women
6562,12,219097.0,2592.0,28509.0,11.0,219097.0,-0.8377401455931575,-0.8444115547453784,Connors State College,men
6563,12,184695.0,1734.0,22545.0,13.0,184695.0,-0.8661412472146635,-0.5632371698918198,Connors State College,women
6572,17,85650.0,158.0,2367.0,15.0,80761.0,-1.2441748609264178,-0.7067036795891452,Contra Costa College,men
6573,17,75500.0,477.0,4772.0,10.0,72242.0,-1.2844637907628875,-1.3876309195834378,Contra Costa College,women
6584,12,219255.0,1053.0,14744.0,14.0,219255.0,-0.8656921114606668,-0.4249786221587687,Copiah-Lincoln Community College,men
6585,12,206454.0,1306.0,16980.0,13.0,206454.0,-0.8726113989145023,-0.5616249879399308,Copiah-Lincoln Community College,women
6600,3,827058.0,13426.0,174543.0,13.0,827058.0,0.46697384786252455,0.0676956952407693,Coppin State University,men
6601,3,641171.0,12379.0,148546.0,12.0,641171.0,0.29639282718582677,-0.04014827523860838,Coppin State University,women
6614,9,489529.0,3103.0,62062.0,20.0,489529.0,-0.38353914967644087,0.6072612800600622,Corban University,men
6615,9,466930.0,2485.0,42241.0,17.0,466930.0,-0.4666754040805327,0.20902632676400235,Corban University,women
6626,6,160232.0,1756.0,35122.0,20.0,160232.0,-0.46349862757054916,0.9130312179599751,Cornell College,men
6627,6,250471.0,1661.0,26581.0,16.0,250471.0,-0.4671345825381625,0.36339737083980295,Cornell College,women
6652,2,974135.0,11268.0,214099.0,19.0,974135.0,0.6645786234070753,0.962957058057327,Cornell University,men
6653,2,654802.0,6665.0,126634.0,19.0,654802.0,0.2597552308387423,1.0358567926215765,Cornell University,women
6692,10,288255.0,1324.0,38391.0,29.0,288255.0,-0.5388348199473086,1.7760703781525438,Cornerstone University,men
6693,10,249761.0,1426.0,31368.0,22.0,249761.0,-0.6318938570156901,0.8290912474352893,Cornerstone University,women
6714,14,25897.0,1201.0,18021.0,15.0,28914.0,-1.06119990538386,-0.4481969739922225,Corning Community College,men
6715,14,23049.0,1351.0,16209.0,12.0,24024.0,-1.0900385307634592,-0.8560369086832778,Corning Community College,women
6726,17,122379.0,2142.0,23566.0,11.0,125549.0,-1.1829042551969124,-1.2698836138507645,Cosumnes River College,men
6727,17,177767.0,2707.0,29773.0,11.0,180086.0,-1.1314508962387193,-1.2794401971589577,Cosumnes River College,women
6740,13,28667.0,1199.0,11990.0,10.0,28667.0,-1.060076160570926,-1.0390179155981987,County College of Morris,men
6741,13,28546.0,1324.0,11916.0,9.0,28545.0,-1.0665966833547778,-1.1756286812137708,County College of Morris,women
6754,7,120609.0,2172.0,34757.0,16.0,120609.0,-0.5677906516183849,0.2831343920988377,Covenant College,men
6755,7,126520.0,1673.0,26768.0,16.0,126520.0,-0.5879031359692555,0.2870639498451622,Covenant College,women
6774,12,218825.0,3464.0,51962.0,15.0,221922.0,-0.7456984082624277,-0.31057980497879034,Cowley County Community College,men
6775,12,237255.0,2950.0,53095.0,18.0,240351.0,-0.7183772390349017,0.09827782531873805,Cowley County Community College,women
6786,3,7665992.0,76477.0,1223632.0,16.0,7665992.0,7.132223967101199,-0.7213298898973387,Creighton University,men
6787,3,1788900.0,34003.0,510046.0,15.0,1788900.0,1.9654505113879588,0.06618362882333076,Creighton University,women
6804,12,0.0,0.0,0.0,0.0,0.0,-1.1574958449054298,-2.2982098846433447,Crowder College,men
6805,12,222896.0,3471.0,41650.0,12.0,231439.0,-0.7850841921227008,-0.7170671540641446,Crowder College,women
6812,9,220387.0,3360.0,77289.0,23.0,220387.0,-0.4707725969894444,1.0351642452932364,Crowley's Ridge College,men
6813,9,157711.0,3377.0,60777.0,18.0,157711.0,-0.5741974467991006,0.3643895900547189,Crowley's Ridge College,women
6824,6,85628.0,1181.0,33080.0,28.0,101882.0,-0.44221469842290345,2.009807957587305,Crown College,men
6825,6,114540.0,1277.0,28083.0,22.0,126408.0,-0.48825316504390487,1.1924672917292514,Crown College,women
6838,17,51075.0,1342.0,21476.0,16.0,69456.0,-1.1930052631627972,-0.5796166553258848,Cuesta College,men
6839,17,47095.0,1875.0,20628.0,11.0,56378.0,-1.2321553105628615,-1.2612039489477007,Cuesta College,women
6860,10,452320.0,2075.0,68479.0,33.0,452320.0,-0.3529812876133584,2.2945928721578097,Culver-Stockton College,men
6861,10,423049.0,2226.0,51204.0,23.0,423049.0,-0.482784077384233,0.9406991488663858,Culver-Stockton College,women
6876,14,33089.0,1511.0,16623.0,11.0,33089.0,-1.0898323502025082,-0.9938210627858888,Cumberland County College,men
6877,14,33133.0,1848.0,16633.0,9.0,33133.0,-1.1004855741823751,-1.2676238491094889,Cumberland County College,women
6888,9,611522.0,3871.0,58060.0,15.0,623864.0,-0.3503265502534281,-0.08789627946373933,Cumberland University,men
6889,9,569625.0,3031.0,45466.0,15.0,583317.0,-0.41023536625826584,-0.07677684832621104,Cumberland University,women
6906,6,60893.0,1937.0,38735.0,20.0,60893.0,-0.506885059417425,0.9203545250777153,Curry College,men
6907,6,64559.0,2974.0,38668.0,13.0,64559.0,-0.5457319003496035,-0.03739543300178433,Curry College,women
6928,13,159051.0,3730.0,52222.0,14.0,159051.0,-0.8362336041904381,-0.5300292673654596,Cuyahoga Community College District,men
6929,13,102435.0,3308.0,46310.0,14.0,102435.0,-0.8847952429945682,-0.5212310021227108,Cuyahoga Community College District,women
6936,17,70149.0,691.0,10365.0,15.0,70350.0,-1.2272914049025672,-0.7102527438632033,Cuyamaca College,men
6937,17,0.0,0.0,0.0,0.0,0.0,-1.4342086992149543,-2.735957373973252,Cuyamaca College,women
6952,17,93948.0,1243.0,17401.0,14.0,115951.0,-1.1961477496805926,-0.854157390868598,Cypress College,men
6953,17,176386.0,1045.0,15670.0,15.0,206051.0,-1.14852583579097,-0.7247304736495543,Cypress College,women
6972,7,53716.0,2646.0,39697.0,15.0,53716.0,-0.5944309972307497,0.14960120150464198,D'Youville College,men
6973,7,54661.0,3090.0,40171.0,13.0,54661.0,-0.6014581768059344,-0.1250154656659517,D'Youville College,women
6992,5,461325.0,3673.0,91819.0,25.0,622480.0,-0.039898541404842836,1.6214543803557253,Daemen College,men
6993,5,356374.0,3711.0,59368.0,16.0,392060.0,-0.25234721365768814,0.4208966319278068,Daemen College,women
7008,13,102964.0,2276.0,40968.0,18.0,102964.0,-0.8792434188221716,0.029450417974586227,Dakota College at Bottineau,men
7009,13,112544.0,4868.0,53551.0,11.0,112544.0,-0.8605101960351104,-0.940544167177008,Dakota College at Bottineau,women
7020,13,98244.0,4304.0,64556.0,15.0,98244.0,-0.8279880618798674,-0.39430783485807036,Dakota County Technical College,men
7021,13,0.0,0.0,0.0,0.0,0.0,-1.2128384157673349,-2.385759382509326,Dakota County Technical College,women
7032,10,174324.0,2696.0,32349.0,12.0,208889.0,-0.7262774070853049,-0.5326271576463425,Dakota State University,men
7033,10,171841.0,2708.0,35207.0,13.0,180868.0,-0.7193049320664434,-0.3956668070920614,Dakota State University,women
7044,10,532123.0,3997.0,143877.0,36.0,637300.0,-0.10516016644957381,2.6636661213260147,Dakota Wesleyan University,men
7045,10,442541.0,5450.0,152604.0,28.0,554384.0,-0.17891636649187237,1.5740640427243122,Dakota Wesleyan University,women
7062,5,821737.0,11442.0,183076.0,16.0,821799.0,0.3480552271161853,0.3111696990451379,Dallas Baptist University,men
7063,5,0.0,0.0,0.0,0.0,0.0,-0.7700978488720953,-1.6853633995814743,Dallas Baptist University,women
7074,16,36357.0,1053.0,14746.0,14.0,36357.0,-1.18441406044948,-0.7584696775149483,Dallas Christian College,men
7075,16,28417.0,1153.0,11526.0,10.0,28417.0,-1.227979487258358,-1.3012810285345595,Dallas Christian College,women
7080,9,365744.0,9732.0,126515.0,13.0,365744.0,-0.2664360496650263,-0.3843923958787819,Dalton State College,men
7081,9,0.0,0.0,0.0,0.0,0.0,-0.991468132319715,-2.0355613910454,Dalton State College,women
7094,13,156864.0,1430.0,18594.0,13.0,158401.0,-0.9487915032524843,-0.64577483225159,Danville Area Community College,men
7095,13,127163.0,1576.0,14183.0,9.0,128605.0,-1.0046568688833573,-1.1866550045636324,Danville Area Community College,women
7106,2,1325873.0,16014.0,256220.0,16.0,1325872.0,0.9954414579607682,0.4868287666637984,Dartmouth College,men
7107,2,848548.0,12913.0,206607.0,16.0,845876.0,0.596309679532441,0.5583517997094815,Dartmouth College,women
7144,4,503492.0,4521.0,76854.0,17.0,503492.0,-0.07262906040135322,0.6248314424104545,Davenport University,men
7145,4,447843.0,2774.0,63799.0,23.0,447843.0,-0.10635605461358769,1.4581289203342944,Davenport University,women
7166,2,2638281.0,35643.0,605928.0,17.0,2594894.0,2.6612100251861173,0.32302650834117524,Davidson College,men
7167,2,1462802.0,25749.0,283244.0,11.0,1506518.0,1.2953623159848604,-0.2713514449419569,Davidson College,women
7186,14,76483.0,2147.0,32200.0,15.0,76658.0,-0.9922069631899743,-0.4609547314601003,Davidson County Community College,men
7187,14,0.0,0.0,0.0,0.0,0.0,-1.2681809866292397,-2.4733088803753076,Davidson County Community College,women
7194,5,267481.0,3474.0,55580.0,16.0,290999.0,-0.3132828429880598,0.4318274100184462,Davis & Elkins College,men
7195,5,315926.0,2380.0,40460.0,17.0,319937.0,-0.3298734159417213,0.5737496937122488,Davis & Elkins College,women
7210,20,29586.0,1267.0,19003.0,15.0,29586.0,-1.3889654955528994,-0.9742377148063855,Davis College,men
7211,20,27380.0,1427.0,17121.0,12.0,27380.0,-1.4169021960744161,-1.3822997026983161,Davis College,women
7220,12,188437.0,2548.0,43324.0,17.0,188437.0,-0.7778958129986056,-0.02876028235731035,Dawson Community College,men
7221,12,172653.0,2572.0,38579.0,15.0,197613.0,-0.805890515916197,-0.2997734901272135,Dawson Community College,women
7228,12,314302.0,4424.0,53083.0,12.0,314352.0,-0.6994481015117572,-0.7327774597817461,Daytona State College,men
7229,12,291000.0,4558.0,50141.0,11.0,291050.0,-0.7223272062480213,-0.86680440666581,Daytona State College,women
7242,17,170598.0,1021.0,16338.0,16.0,170598.0,-1.1482443439019276,-0.5866190736699407,De Anza College,men
7243,17,61991.0,2306.0,25363.0,11.0,61991.0,-1.2092977377947487,-1.2655062884885562,De Anza College,women
7264,3,5533811.0,47210.0,755360.0,16.0,5533811.0,4.6335578827717585,-0.26447066055451957,DePaul University,men
7265,3,3057956.0,41816.0,585418.0,14.0,3057956.0,2.9226323138455492,-0.24657381072494025,DePaul University,women
7280,6,279070.0,2906.0,52299.0,18.0,279070.0,-0.3669067891152622,0.6203411441429763,DePauw University,men
7281,6,323953.0,4918.0,78684.0,16.0,323953.0,-0.2762705359605884,0.32751976744483724,DePauw University,women
7302,7,165925.0,2206.0,39708.0,18.0,176740.0,-0.5148481835932391,0.5490359815857437,DeSales University,men
7303,7,146704.0,2077.0,33232.0,16.0,150399.0,-0.5575506694315316,0.281393102118489,DeSales University,women
7324,6,50195.0,1852.0,33336.0,18.0,52338.0,-0.5404857156775131,0.65094684334391,Dean College,men
7325,6,54617.0,1759.0,31658.0,18.0,56072.0,-0.5428913621519911,0.6514491879529939,Dean College,women
7342,6,135148.0,1791.0,32238.0,18.0,149733.0,-0.49564873845748114,0.6430505140886049,Defiance College,men
7343,6,123320.0,2767.0,38738.0,14.0,128785.0,-0.5087318657377462,0.09404612860126575,Defiance College,women
7364,14,38583.0,3143.0,28283.0,9.0,38583.0,-1.0506101982593559,-1.2780715762222468,Delaware County Community College,men
7365,14,33962.0,3623.0,25362.0,7.0,33962.0,-1.0647752030784479,-1.5517811023185286,Delaware County Community College,women
7378,2,1366710.0,14585.0,291700.0,20.0,1366710.0,1.0734766284503152,1.0288170575838733,Delaware State University,men
7379,2,1109412.0,16001.0,256018.0,16.0,1109412.0,0.8796249306813773,0.5067172369679737,Delaware State University,women
7400,8,54522.0,2299.0,27582.0,12.0,54522.0,-0.7028572452481561,-0.3413600292962415,Delaware Technical Community College-Terry,men
7401,8,55983.0,3118.0,24943.0,8.0,55983.0,-0.7240146017518355,-0.8894853899983127,Delaware Technical Community College-Terry,women
7414,6,104364.0,1008.0,15118.0,15.0,104364.0,-0.5860526689614853,0.24689680734401862,Delaware Valley University,men
7415,6,131384.0,1668.0,15010.0,9.0,131384.0,-0.6119817762125814,-0.5748191962031997,Delaware Valley University,women
7442,12,157220.0,1134.0,20415.0,18.0,157220.0,-0.8515955656086178,0.12268470893944161,Delgado Community College,men
7443,12,165975.0,2382.0,42869.0,18.0,165975.0,-0.7851194532359801,0.1102575418179785,Delgado Community College,women
7446,13,44049.0,1144.0,16016.0,14.0,44049.0,-1.01032586263435,-0.4973049706673367,Delta College,men
7447,13,48571.0,1451.0,18866.0,13.0,48571.0,-1.0058765707123258,-0.6359719311398982,Delta College,women
7456,4,449891.0,7744.0,100670.0,13.0,449891.0,-0.02877737141121975,0.06238843879135724,Delta State University,men
7457,4,407003.0,7327.0,87922.0,12.0,407003.0,-0.08921545455358551,-0.06473532961179565,Delta State University,women
7476,6,197755.0,1592.0,36616.0,23.0,197755.0,-0.4174269770214768,1.3179617363985177,Denison University,men
7477,6,227786.0,2190.0,43800.0,20.0,227786.0,-0.40476202720431087,0.9026589242625509,Denison University,women
7496,12,63437.0,2126.0,36141.0,17.0,63437.0,-0.8647307436935501,-0.013484502722237295,Denmark Technical College,men
7497,12,55719.0,3286.0,36141.0,11.0,55719.0,-0.8974838769079749,-0.8350717433230616,Denmark Technical College,women
7500,13,125340.0,3323.0,46526.0,14.0,125340.0,-0.8719395906550815,-0.5234532883645125,Des Moines Area Community College,men
7501,13,108482.0,3061.0,39798.0,13.0,108482.0,-0.9060824398944383,-0.6549856997388012,Des Moines Area Community College,women
7512,17,88042.0,1419.0,17025.0,12.0,99885.0,-1.2163978549388335,-1.1257972824248457,Diablo Valley College,men
7513,17,34009.0,1467.0,13204.0,9.0,35335.0,-1.2795881238988813,-1.5274998368252077,Diablo Valley College,women
7534,6,132441.0,2427.0,38824.0,16.0,190270.0,-0.48201865420505335,0.3640474803403508,Dickinson College,men
7535,6,111676.0,1602.0,27239.0,17.0,125228.0,-0.5293029653793431,0.5114251718578608,Dickinson College,women
7564,9,149410.0,3604.0,54067.0,15.0,149410.0,-0.6109520844581106,-0.04264426007154448,Dickinson State University,men
7565,9,150030.0,3839.0,46071.0,12.0,150030.0,-0.6446693925899285,-0.4503078984730595,Dickinson State University,women
7586,9,472773.0,7873.0,102352.0,13.0,472773.0,-0.2878624854604555,-0.37853511126780054,Dillard University,men
7587,9,379634.0,5038.0,75565.0,15.0,379634.0,-0.42371863887562183,-0.07625374600956153,Dillard University,women
7598,4,797411.0,7246.0,123181.0,17.0,797411.0,0.21481444074795208,0.5730847418427184,Dixie State University,men
7599,4,537882.0,8042.0,104541.0,13.0,537882.0,0.0306229081037791,0.05184492715029597,Dixie State University,women
7620,10,448608.0,1152.0,44910.0,39.0,427339.0,-0.3601065571833453,3.121274563513272,Doane University-Arts & Sciences,men
7621,10,333450.0,1489.0,44664.0,30.0,319968.0,-0.49537176271588285,1.9064470935545015,Doane University-Arts & Sciences,women
7648,12,189463.0,2633.0,36858.0,14.0,196789.0,-0.8110400711818408,-0.43624619129130626,Dodge City Community College,men
7649,12,192681.0,2404.0,38464.0,16.0,194513.0,-0.7949487669211439,-0.1633771154238608,Dodge City Community College,women
7664,5,453617.0,2454.0,36815.0,15.0,453617.0,-0.2795493418128707,0.28985506935467253,Dominican College of Blauvelt,men
7665,5,399937.0,1922.0,30745.0,16.0,399937.0,-0.3200889801157862,0.4349583957932422,Dominican College of Blauvelt,women
7682,7,131588.0,1760.0,40491.0,23.0,131588.0,-0.49841193684968005,1.2347364323744867,Dominican University,men
7683,7,127946.0,1963.0,33369.0,17.0,127946.0,-0.5615173304630028,0.4198597073741786,Dominican University,women
7696,5,465471.0,4695.0,70419.0,15.0,465471.0,-0.17213668420077183,0.2691127424511522,Dominican University of California,men
7697,5,404891.0,5738.0,68857.0,12.0,404891.0,-0.21035143060446762,-0.13901692892156972,Dominican University of California,women
7712,10,478076.0,1948.0,56504.0,29.0,478076.0,-0.3967384389417769,1.7516665574037946,Dordt College,men
7713,10,283454.0,1293.0,41390.0,32.0,283454.0,-0.5100126803085075,2.1837891917200802,Dordt College,women
7732,2,2933596.0,35042.0,525625.0,15.0,2696721.0,2.6267220894033776,0.05346556253269705,Drake University,men
7733,2,1792640.0,24723.0,543899.0,22.0,1540021.0,1.8700712104586676,1.1688430533066347,Drake University,women
7750,7,146607.0,3113.0,59148.0,19.0,146607.0,-0.4686759401302005,0.6782749399351429,Drew University,men
7751,7,120078.0,2948.0,38325.0,13.0,120078.0,-0.572626222668388,-0.12979688281180143,Drew University,women
7770,3,2861372.0,24164.0,434954.0,18.0,2861372.0,2.2268704136195026,0.4490121117071521,Drexel University,men
7771,3,2153980.0,19468.0,272550.0,14.0,2153980.0,1.4660051443335138,0.028014345916032576,Drexel University,women
7794,5,798376.0,7744.0,123898.0,16.0,798376.0,0.163279987035493,0.3464250370900639,Drury University,men
7795,5,702860.0,5100.0,71395.0,14.0,702860.0,-0.044241313526689766,0.10892135560052202,Drury University,women
7822,1,19507686.0,196420.0,3142715.0,16.0,34398285.0,22.294054773360216,-3.545179165945168,Duke University,men
7823,1,6355483.0,73887.0,960528.0,13.0,3605428.0,5.486860984983105,-0.6149976879854344,Duke University,women
7848,2,4445910.0,55512.0,888196.0,16.0,4445910.0,4.496669688631365,-0.15189012760755458,Duquesne University,men
7849,2,2236658.0,34500.0,517496.0,15.0,2236658.0,2.2815482113821686,0.10847195504702192,Duquesne University,women
7868,14,33271.0,1394.0,20913.0,15.0,33711.0,-1.0491173347232876,-0.4504174040284786,Dutchess Community College,men
7869,14,30269.0,2066.0,20663.0,10.0,30519.0,-1.0817765333035507,-1.1335479240996305,Dutchess Community College,women
7880,12,125519.0,3526.0,52888.0,15.0,125519.0,-0.7932295213550558,-0.3024243974470538,Dyersburg State Community College,men
7881,12,131425.0,4429.0,53149.0,12.0,131425.0,-0.7965897970724061,-0.7161114810837972,Dyersburg State Community College,women
7886,6,211610.0,3537.0,67195.0,19.0,211610.0,-0.3571147721713942,0.7558602509094655,Earlham College,men
7887,6,141859.0,2484.0,47196.0,19.0,141859.0,-0.4479522374238238,0.7722337652969763,Earlham College,women
